"common_name","scientific_name","coords.x1","coords.x2"
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5256,-34.0667
"Bluefish","Pomatomus saltatrix ",18.5761,-34.0825
"Bluefish","Pomatomus saltatrix ",18.5761,-34.0825
"Bluefish","Pomatomus saltatrix ",18.5761,-34.0825
"Bluefish","Pomatomus saltatrix ",18.5761,-34.0825
"Bluefish","Pomatomus saltatrix ",18.5761,-34.0825
"Bluefish","Pomatomus saltatrix ",18.5761,-34.0825
"Bluefish","Pomatomus saltatrix ",18.5833,-34.1381
"Bluefish","Pomatomus saltatrix ",18.5833,-34.1381
"Bluefish","Pomatomus saltatrix ",18.5833,-34.1381
"Bluefish","Pomatomus saltatrix ",18.5833,-34.1381
"Bluefish","Pomatomus saltatrix ",18.5833,-34.1381
"Bluefish","Pomatomus saltatrix ",18.5833,-34.1381
"Bluefish","Pomatomus saltatrix ",18.5833,-34.1381
"Bluefish","Pomatomus saltatrix ",18.6178,-34.0756
"Bluefish","Pomatomus saltatrix ",18.6178,-34.0756
"Bluefish","Pomatomus saltatrix ",18.6178,-34.0756
"Bluefish","Pomatomus saltatrix ",18.6178,-34.0756
"Bluefish","Pomatomus saltatrix ",18.6178,-34.0756
"Bluefish","Pomatomus saltatrix ",18.6178,-34.0756
"Bluefish","Pomatomus saltatrix ",18.6178,-34.0756
"Bluefish","Pomatomus saltatrix ",18.6178,-34.0756
"Bluefish","Pomatomus saltatrix ",18.6178,-34.0756
"Bluefish","Pomatomus saltatrix ",18.6178,-34.0756
"Bluefish","Pomatomus saltatrix ",18.6178,-34.0756
"Bluefish","Pomatomus saltatrix ",18.6178,-34.0756
"Bluefish","Pomatomus saltatrix ",18.6178,-34.0756
"Bluefish","Pomatomus saltatrix ",18.6178,-34.0756
"Bluefish","Pomatomus saltatrix ",18.6178,-34.0756
"Bluefish","Pomatomus saltatrix ",18.6178,-34.0756
"Bluefish","Pomatomus saltatrix ",18.6178,-34.0756
"Bluefish","Pomatomus saltatrix ",18.6178,-34.0756
"Bluefish","Pomatomus saltatrix ",18.6178,-34.0756
"Bluefish","Pomatomus saltatrix ",18.6178,-34.0756
"Bluefish","Pomatomus saltatrix ",18.6178,-34.0756
"Bluefish","Pomatomus saltatrix ",18.6178,-34.0756
"Bluefish","Pomatomus saltatrix ",18.6178,-34.0756
"Bluefish","Pomatomus saltatrix ",18.6178,-34.0756
"Bluefish","Pomatomus saltatrix ",18.6178,-34.0756
"Bluefish","Pomatomus saltatrix ",18.6178,-34.0756
"Bluefish","Pomatomus saltatrix ",18.6178,-34.0756
"Bluefish","Pomatomus saltatrix ",18.6178,-34.0756
"Bluefish","Pomatomus saltatrix ",18.6178,-34.0756
"Bluefish","Pomatomus saltatrix ",18.6178,-34.0756
"Bluefish","Pomatomus saltatrix ",18.6178,-34.0756
"Bluefish","Pomatomus saltatrix ",18.6178,-34.0756
"Bluefish","Pomatomus saltatrix ",18.6178,-34.0756
"Bluefish","Pomatomus saltatrix ",18.6178,-34.0756
"Bluefish","Pomatomus saltatrix ",18.6178,-34.0756
"Bluefish","Pomatomus saltatrix ",18.6178,-34.0756
"Bluefish","Pomatomus saltatrix ",18.6178,-34.0756
"Bluefish","Pomatomus saltatrix ",18.6178,-34.0756
"Bluefish","Pomatomus saltatrix ",18.6178,-34.0756
"Bluefish","Pomatomus saltatrix ",18.6178,-34.0756
"Bluefish","Pomatomus saltatrix ",18.6178,-34.0756
"Bluefish","Pomatomus saltatrix ",18.6178,-34.0756
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6383,-34.0733
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
"Bluefish","Pomatomus saltatrix ",18.6617,-34.2508
