"","Name","descriptio","timestamp","begin","end","altitudeMo","tessellate","extrude","visibility","drawOrder","icon","Country","YearCollec","Collector","Locality","Url","CatalogNum","name","coords.x1","coords.x2","optional"
"203",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1985",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25495766"">http://data.gbif.org/ws/rest/occurrence/get/25495766</a>","MCM-LINE-078444","Albacore Tuna",16.8686,-29.2493,TRUE
"204",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1985",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25495898"">http://data.gbif.org/ws/rest/occurrence/get/25495898</a>","MCM-LINE-081194","Albacore Tuna",16.8686,-29.2493,TRUE
"205",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1985",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25496083"">http://data.gbif.org/ws/rest/occurrence/get/25496083</a>","MCM-LINE-082548","Albacore Tuna",16.8686,-29.2493,TRUE
"206",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1985",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25496329"">http://data.gbif.org/ws/rest/occurrence/get/25496329</a>","MCM-LINE-085223","Albacore Tuna",16.8686,-29.2493,TRUE
"207",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1985",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25496515"">http://data.gbif.org/ws/rest/occurrence/get/25496515</a>","MCM-LINE-087051","Albacore Tuna",16.8686,-29.2493,TRUE
"208",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1985",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25496673"">http://data.gbif.org/ws/rest/occurrence/get/25496673</a>","MCM-LINE-088693","Albacore Tuna",16.8686,-29.2493,TRUE
"209",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1986",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25571679"">http://data.gbif.org/ws/rest/occurrence/get/25571679</a>","MCM-LINE-093541","Albacore Tuna",16.8686,-29.2493,TRUE
"210",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1986",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25571788"">http://data.gbif.org/ws/rest/occurrence/get/25571788</a>","MCM-LINE-097404","Albacore Tuna",16.8686,-29.2493,TRUE
"211",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1986",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25571855"">http://data.gbif.org/ws/rest/occurrence/get/25571855</a>","MCM-LINE-099086","Albacore Tuna",16.8686,-29.2493,TRUE
"212",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1986",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25571937"">http://data.gbif.org/ws/rest/occurrence/get/25571937</a>","MCM-LINE-100820","Albacore Tuna",16.8686,-29.2493,TRUE
"213",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1986",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25572039"">http://data.gbif.org/ws/rest/occurrence/get/25572039</a>","MCM-LINE-102577","Albacore Tuna",16.8686,-29.2493,TRUE
"214",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1986",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25572117"">http://data.gbif.org/ws/rest/occurrence/get/25572117</a>","MCM-LINE-104689","Albacore Tuna",16.8686,-29.2493,TRUE
"215",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1986",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25572183"">http://data.gbif.org/ws/rest/occurrence/get/25572183</a>","MCM-LINE-106050","Albacore Tuna",16.8686,-29.2493,TRUE
"216",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1986",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25572303"">http://data.gbif.org/ws/rest/occurrence/get/25572303</a>","MCM-LINE-109928","Albacore Tuna",16.8686,-29.2493,TRUE
"217",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1986",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25572410"">http://data.gbif.org/ws/rest/occurrence/get/25572410</a>","MCM-LINE-113242","Albacore Tuna",16.8686,-29.2493,TRUE
"218",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1986",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25572504"">http://data.gbif.org/ws/rest/occurrence/get/25572504</a>","MCM-LINE-115216","Albacore Tuna",16.8686,-29.2493,TRUE
"219",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1986",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25572693"">http://data.gbif.org/ws/rest/occurrence/get/25572693</a>","MCM-LINE-118297","Albacore Tuna",16.8686,-29.2493,TRUE
"220",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1986",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25572818"">http://data.gbif.org/ws/rest/occurrence/get/25572818</a>","MCM-LINE-120543","Albacore Tuna",16.8686,-29.2493,TRUE
"221",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1986",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25572922"">http://data.gbif.org/ws/rest/occurrence/get/25572922</a>","MCM-LINE-122563","Albacore Tuna",16.8686,-29.2493,TRUE
"222",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1986",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25573004"">http://data.gbif.org/ws/rest/occurrence/get/25573004</a>","MCM-LINE-123706","Albacore Tuna",16.8686,-29.2493,TRUE
"223",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1986",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25573088"">http://data.gbif.org/ws/rest/occurrence/get/25573088</a>","MCM-LINE-125405","Albacore Tuna",16.8686,-29.2493,TRUE
"224",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1986",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25573447"">http://data.gbif.org/ws/rest/occurrence/get/25573447</a>","MCM-LINE-136760","Albacore Tuna",16.8686,-29.2493,TRUE
"225",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1986",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25574312"">http://data.gbif.org/ws/rest/occurrence/get/25574312</a>","MCM-LINE-157229","Albacore Tuna",16.8686,-29.2493,TRUE
"226",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1986",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25574392"">http://data.gbif.org/ws/rest/occurrence/get/25574392</a>","MCM-LINE-164477","Albacore Tuna",16.8686,-29.2493,TRUE
"227",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1986",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25642338"">http://data.gbif.org/ws/rest/occurrence/get/25642338</a>","MCM-LINE-214369","Albacore Tuna",16.8686,-29.2493,TRUE
"228",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1986",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25642423"">http://data.gbif.org/ws/rest/occurrence/get/25642423</a>","MCM-LINE-216362","Albacore Tuna",16.8686,-29.2493,TRUE
"229",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1986",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25642483"">http://data.gbif.org/ws/rest/occurrence/get/25642483</a>","MCM-LINE-217157","Albacore Tuna",16.8686,-29.2493,TRUE
"230",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1986",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25642547"">http://data.gbif.org/ws/rest/occurrence/get/25642547</a>","MCM-LINE-218135","Albacore Tuna",16.8686,-29.2493,TRUE
"231",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1986",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25642619"">http://data.gbif.org/ws/rest/occurrence/get/25642619</a>","MCM-LINE-220132","Albacore Tuna",16.8686,-29.2493,TRUE
"232",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1986",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25642794"">http://data.gbif.org/ws/rest/occurrence/get/25642794</a>","MCM-LINE-224263","Albacore Tuna",16.8686,-29.2493,TRUE
"233",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1986",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25642896"">http://data.gbif.org/ws/rest/occurrence/get/25642896</a>","MCM-LINE-227029","Albacore Tuna",16.8686,-29.2493,TRUE
"234",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1986",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25643113"">http://data.gbif.org/ws/rest/occurrence/get/25643113</a>","MCM-LINE-229318","Albacore Tuna",16.8686,-29.2493,TRUE
"235",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1987",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25729297"">http://data.gbif.org/ws/rest/occurrence/get/25729297</a>","MCM-LINE-243330","Albacore Tuna",16.8686,-29.2493,TRUE
"236",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1987",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25729501"">http://data.gbif.org/ws/rest/occurrence/get/25729501</a>","MCM-LINE-251412","Albacore Tuna",16.8686,-29.2493,TRUE
"237",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1987",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25729784"">http://data.gbif.org/ws/rest/occurrence/get/25729784</a>","MCM-LINE-260604","Albacore Tuna",16.8686,-29.2493,TRUE
"238",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1987",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25730141"">http://data.gbif.org/ws/rest/occurrence/get/25730141</a>","MCM-LINE-270220","Albacore Tuna",16.8686,-29.2493,TRUE
"239",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1987",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25730371"">http://data.gbif.org/ws/rest/occurrence/get/25730371</a>","MCM-LINE-274360","Albacore Tuna",16.8686,-29.2493,TRUE
"240",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1987",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25730630"">http://data.gbif.org/ws/rest/occurrence/get/25730630</a>","MCM-LINE-280064","Albacore Tuna",16.8686,-29.2493,TRUE
"241",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1987",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25731132"">http://data.gbif.org/ws/rest/occurrence/get/25731132</a>","MCM-LINE-290076","Albacore Tuna",16.8686,-29.2493,TRUE
"242",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1987",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25731501"">http://data.gbif.org/ws/rest/occurrence/get/25731501</a>","MCM-LINE-297384","Albacore Tuna",16.8686,-29.2493,TRUE
"243",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1987",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25732057"">http://data.gbif.org/ws/rest/occurrence/get/25732057</a>","MCM-LINE-311829","Albacore Tuna",16.8686,-29.2493,TRUE
"244",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1987",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25806464"">http://data.gbif.org/ws/rest/occurrence/get/25806464</a>","MCM-LINE-392870","Albacore Tuna",16.8686,-29.2493,TRUE
"245",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1988",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25894655"">http://data.gbif.org/ws/rest/occurrence/get/25894655</a>","MCM-LINE-427216","Albacore Tuna",16.8686,-29.2493,TRUE
"246",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1988",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25895050"">http://data.gbif.org/ws/rest/occurrence/get/25895050</a>","MCM-LINE-442757","Albacore Tuna",16.8686,-29.2493,TRUE
"247",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1988",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25895365"">http://data.gbif.org/ws/rest/occurrence/get/25895365</a>","MCM-LINE-449576","Albacore Tuna",16.8686,-29.2493,TRUE
"248",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1988",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25895832"">http://data.gbif.org/ws/rest/occurrence/get/25895832</a>","MCM-LINE-461433","Albacore Tuna",16.8686,-29.2493,TRUE
"249",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1988",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25896069"">http://data.gbif.org/ws/rest/occurrence/get/25896069</a>","MCM-LINE-469035","Albacore Tuna",16.8686,-29.2493,TRUE
"250",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1988",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25896125"">http://data.gbif.org/ws/rest/occurrence/get/25896125</a>","MCM-LINE-470598","Albacore Tuna",16.8686,-29.2493,TRUE
"251",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1988",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25974929"">http://data.gbif.org/ws/rest/occurrence/get/25974929</a>","MCM-LINE-525179","Albacore Tuna",16.8686,-29.2493,TRUE
"252",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1988",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25975067"">http://data.gbif.org/ws/rest/occurrence/get/25975067</a>","MCM-LINE-529995","Albacore Tuna",16.8686,-29.2493,TRUE
"253",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1988",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/25975344"">http://data.gbif.org/ws/rest/occurrence/get/25975344</a>","MCM-LINE-535518","Albacore Tuna",16.8686,-29.2493,TRUE
"254",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1989",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/26063502"">http://data.gbif.org/ws/rest/occurrence/get/26063502</a>","MCM-LINE-554063","Albacore Tuna",16.8686,-29.2493,TRUE
"255",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1989",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/26063686"">http://data.gbif.org/ws/rest/occurrence/get/26063686</a>","MCM-LINE-562234","Albacore Tuna",16.8686,-29.2493,TRUE
"256",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1989",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/26063859"">http://data.gbif.org/ws/rest/occurrence/get/26063859</a>","MCM-LINE-572232","Albacore Tuna",16.8686,-29.2493,TRUE
"257",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1989",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/26064094"">http://data.gbif.org/ws/rest/occurrence/get/26064094</a>","MCM-LINE-579441","Albacore Tuna",16.8686,-29.2493,TRUE
"258",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1989",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/26064316"">http://data.gbif.org/ws/rest/occurrence/get/26064316</a>","MCM-LINE-585263","Albacore Tuna",16.8686,-29.2493,TRUE
"259",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1989",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/26064410"">http://data.gbif.org/ws/rest/occurrence/get/26064410</a>","MCM-LINE-587795","Albacore Tuna",16.8686,-29.2493,TRUE
"260",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1989",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/26064549"">http://data.gbif.org/ws/rest/occurrence/get/26064549</a>","MCM-LINE-592011","Albacore Tuna",16.8686,-29.2493,TRUE
"261",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1989",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/26064997"">http://data.gbif.org/ws/rest/occurrence/get/26064997</a>","MCM-LINE-603322","Albacore Tuna",16.8686,-29.2493,TRUE
"262",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1989",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/26065227"">http://data.gbif.org/ws/rest/occurrence/get/26065227</a>","MCM-LINE-607896","Albacore Tuna",16.8686,-29.2493,TRUE
"263",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1989",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/26065577"">http://data.gbif.org/ws/rest/occurrence/get/26065577</a>","MCM-LINE-619134","Albacore Tuna",16.8686,-29.2493,TRUE
"264",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1989",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/26065734"">http://data.gbif.org/ws/rest/occurrence/get/26065734</a>","MCM-LINE-626294","Albacore Tuna",16.8686,-29.2493,TRUE
"265",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1989",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/26140567"">http://data.gbif.org/ws/rest/occurrence/get/26140567</a>","MCM-LINE-693018","Albacore Tuna",16.8686,-29.2493,TRUE
"266",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1990",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/80276324"">http://data.gbif.org/ws/rest/occurrence/get/80276324</a>","MCM-LINE-739918","Albacore Tuna",16.8686,-29.2493,TRUE
"267",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1992",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/80734734"">http://data.gbif.org/ws/rest/occurrence/get/80734734</a>","MCM-LINE-1087909","Albacore Tuna",16.8686,-29.2493,TRUE
"268",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1992",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/80735644"">http://data.gbif.org/ws/rest/occurrence/get/80735644</a>","MCM-LINE-1103835","Albacore Tuna",16.8686,-29.2493,TRUE
"269",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1992",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/80834989"">http://data.gbif.org/ws/rest/occurrence/get/80834989</a>","MCM-LINE-1189337","Albacore Tuna",16.8686,-29.2493,TRUE
"270",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1992",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/80835765"">http://data.gbif.org/ws/rest/occurrence/get/80835765</a>","MCM-LINE-1203560","Albacore Tuna",16.8686,-29.2493,TRUE
"271",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1993",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/80972259"">http://data.gbif.org/ws/rest/occurrence/get/80972259</a>","MCM-LINE-1223351","Albacore Tuna",16.8686,-29.2493,TRUE
"272",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1993",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/80973773"">http://data.gbif.org/ws/rest/occurrence/get/80973773</a>","MCM-LINE-1242634","Albacore Tuna",16.8686,-29.2493,TRUE
"273",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1993",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/80974819"">http://data.gbif.org/ws/rest/occurrence/get/80974819</a>","MCM-LINE-1258639","Albacore Tuna",16.8686,-29.2493,TRUE
"274",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1993",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/80975102"">http://data.gbif.org/ws/rest/occurrence/get/80975102</a>","MCM-LINE-1268209","Albacore Tuna",16.8686,-29.2493,TRUE
"275",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1993",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/80975489"">http://data.gbif.org/ws/rest/occurrence/get/80975489</a>","MCM-LINE-1277896","Albacore Tuna",16.8686,-29.2493,TRUE
"276",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1993",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/81085716"">http://data.gbif.org/ws/rest/occurrence/get/81085716</a>","MCM-LINE-1354358","Albacore Tuna",16.8686,-29.2493,TRUE
"277",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1993",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/81086440"">http://data.gbif.org/ws/rest/occurrence/get/81086440</a>","MCM-LINE-1362755","Albacore Tuna",16.8686,-29.2493,TRUE
"278",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1993",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/81086953"">http://data.gbif.org/ws/rest/occurrence/get/81086953</a>","MCM-LINE-1369082","Albacore Tuna",16.8686,-29.2493,TRUE
"279",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1994",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/81188546"">http://data.gbif.org/ws/rest/occurrence/get/81188546</a>","MCM-LINE-1405284","Albacore Tuna",16.8686,-29.2493,TRUE
"280",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1995",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/27456416"">http://data.gbif.org/ws/rest/occurrence/get/27456416</a>","MCM-LINE-1548983","Albacore Tuna",16.8686,-29.2493,TRUE
"281",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1995",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/27458333"">http://data.gbif.org/ws/rest/occurrence/get/27458333</a>","MCM-LINE-1569711","Albacore Tuna",16.8686,-29.2493,TRUE
"282",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1997",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/28093281"">http://data.gbif.org/ws/rest/occurrence/get/28093281</a>","MCM-LINE-1818777","Albacore Tuna",16.8686,-29.2493,TRUE
"283",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1997",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/28093432"">http://data.gbif.org/ws/rest/occurrence/get/28093432</a>","MCM-LINE-1824682","Albacore Tuna",16.8686,-29.2493,TRUE
"284",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1997",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/28093662"">http://data.gbif.org/ws/rest/occurrence/get/28093662</a>","MCM-LINE-1832647","Albacore Tuna",16.8686,-29.2493,TRUE
"285",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1997",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/28095458"">http://data.gbif.org/ws/rest/occurrence/get/28095458</a>","MCM-LINE-1852044","Albacore Tuna",16.8686,-29.2493,TRUE
"286",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1997",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/28096423"">http://data.gbif.org/ws/rest/occurrence/get/28096423</a>","MCM-LINE-1874856","Albacore Tuna",16.8686,-29.2493,TRUE
"287",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1997",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/28190483"">http://data.gbif.org/ws/rest/occurrence/get/28190483</a>","MCM-LINE-1927031","Albacore Tuna",16.8686,-29.2493,TRUE
"288",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1997",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/28191298"">http://data.gbif.org/ws/rest/occurrence/get/28191298</a>","MCM-LINE-1935461","Albacore Tuna",16.8686,-29.2493,TRUE
"289",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1998",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/27142589"">http://data.gbif.org/ws/rest/occurrence/get/27142589</a>","MCM-LINE-1950740","Albacore Tuna",16.8686,-29.2493,TRUE
"290",NA,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"South Africa","1998",NA,"Port Nolloth","<a href=""http://data.gbif.org/ws/rest/occurrence/get/27143418"">http://data.gbif.org/ws/rest/occurrence/get/27143418</a>","MCM-LINE-1960289","Albacore Tuna",16.8686,-29.2493,TRUE
